718650384, Seq
762464168, Seq
589764355, Clamp
762670171, Seq
855995182, Seq
742802894, Seq
765853817, Seq
848334636, Seq
642421456, Seq
708221753, Seq
517345160, Clamp
704652028, Seq
766131866, Seq
705624869, Seq
709186410, Seq
737488739, Seq
760068261, Seq
821863866, Seq
718654972, Seq
836796620, Seq
692635606, Seq
658089840, Seq
480090260, Clamp
755393467, Seq
697783972, Seq
804887526, Seq
568584929, Clamp
699495755, Seq
740868192, Seq
691703809, Seq
760368080, Seq
823868946, Seq
714701489, Seq
941981857, Seq
313861539, Clamp
752038334, Seq
527826878, Clamp
491038812, Clamp
795844214, Seq
956585158, Seq
674238265, Seq
490908575, Clamp
478111731, Clamp
794825421, Seq
750773551, Seq
753752257, Seq
753912409, Seq
479679997, Clamp
754781874, Seq
740329222, Seq
753654338, Seq
509881736, Clamp
667328279, Seq
486235288, Clamp
474283475, Clamp
657532988, Seq
906695884, Seq
639809582, Seq
716317136, Seq
672494596, Seq
476263004, Clamp
872162438, Seq
642110310, Seq
743495765, Seq
483061182, Clamp
766774177, Seq
730814458, Seq
649272757, Seq
569441208, Clamp
645072993, Seq
584073525, Clamp
921636603, Seq
674260498, Seq
831008218, Seq
867130068, Seq
653195941, Seq
583138568, Clamp
884085457, Seq
738709906, Seq
490382353, Clamp
972544409, Seq
479683481, Clamp
859943246, Seq
839101611, Seq
659934473, Seq
714086883, Seq
757526382, Seq
786406570, Seq
501848315, Clamp
722771889, Seq
764902707, Seq
626082009, Seq
713723052, Seq
491029832, Clamp
892633161, Seq
887200786, Seq
692290052, Seq
667490926, Seq
720598581, Seq
694126170, Seq
469800845, Clamp
742981509, Seq
695318015, Seq
509003464, Clamp
313862373, Clamp
325853048, Clamp
694689662, Seq
746108633, Seq
738753600, Seq
585948651, Clamp
479721491, Clamp
483068687, Clamp
821594273, Seq
644197464, Seq
640109830, Seq
808537562, Seq
850845944, Seq
477880128, Clamp
486111903, Clamp
500964358, Clamp
490173806, Clamp
514544971, Clamp
942821828, Seq
778230339, Seq
685611222, Seq
740401195, Seq
760297286, Seq
570010469, Clamp
656880843, Seq
396608557, Clamp
718022104, Seq
718831022, Seq
473564515, Clamp
560686477, Clamp
656901554, Seq
705217315, Seq
903959688, Seq
926816093, Seq
802366304, Seq
962291960, Seq
535708196, Clamp
751250310, Seq
692068557, Seq
863601427, Seq
487158599, Clamp
772000727, Seq
580612566, Clamp
705765534, Seq
639005493, Seq
809656263, Seq
758196105, Seq
701141837, Seq
919102928, Seq
727851191, Seq
718195284, Seq
847780734, Seq
515056927, Clamp
778302965, Seq
485838981, Clamp
843400612, Seq
636856236, Seq
754697892, Seq
866340188, Seq
502873181, Clamp
656165888, Seq
844069975, Seq
680863396, Seq
638782470, Seq
637379909, Seq
764896381, Seq
480643417, Clamp
724775685, Seq
704077752, Seq
558476932, Clamp
816020342, Seq
760003897, Seq
760285976, Seq
675026566, Seq
750824926, Seq
656977580, Seq
652956871, Seq
643722391, Seq
720186469, Seq
740649731, Seq
705649721, Seq
859633515, Seq
716330705, Seq
764890762, Seq
530325234, Clamp
743660435, Seq
859811797, Seq
488117124, Clamp
486509644, Clamp
863585604, Seq
388874977, Clamp
718474288, Seq
660049716, Seq
680804279, Seq
799810267, Seq
652959162, Seq
660894943, Seq
751269017, Seq
649270536, Seq
836844418, Seq
852435403, Seq
805406478, Seq
718257664, Seq
745565887, Seq
688115867, Seq
645016286, Seq
761768675, Seq
515188639, Clamp
658448573, Seq
808916170, Seq
651167896, Seq
861785444, Seq
562676370, Clamp
321019600, Clamp
526785742, Clamp
563535101, Clamp
760961855, Seq
851019376, Seq
750241663, Seq
861736319, Seq
561520050, Clamp
652786618, Seq
656948954, Seq
591442287, Clamp
488688344, Clamp
902007486, Seq
569809287, Clamp
475132727, Clamp
863669822, Seq
864317819, Seq
482910438, Clamp
650131308, Seq
653795917, Seq
650490253, Seq
859034131, Seq
685707450, Seq
640006296, Seq
517981878, Clamp
703270805, Seq
702124545, Seq
329557305, Clamp
329241587, Clamp
679895974, Seq
675025032, Seq
718849411, Seq
817176599, Seq
640317055, Seq
697976084, Seq
693044296, Seq
758263959, Seq
626069976, Seq
325471170, Clamp
742054277, Seq
992272581, Seq
679578958, Seq
792728913, Seq
639965232, Seq
831175106, Seq
870715372, Seq
759961376, Seq
889218836, Seq
824015947, Seq
709332066, Seq
760936541, Seq
786024665, Seq
813407209, Seq
760988201, Seq
657725630, Seq
767241070, Seq
668464797, Seq
491031969, Clamp
754487624, Seq
894551006, Seq
761325810, Seq
848639578, Seq
844269667, Seq
855489548, Seq
679920275, Seq
992015950, Seq
313861677, Clamp
753733790, Seq
892424416, Seq
780471774, Seq
688151821, Seq
580507567, Clamp
743022239, Seq
639893239, Seq
743402684, Seq
370351753, Clamp
739710455, Seq
661422439, Seq
565480987, Clamp
892421732, Seq
753979676, Seq
565213849, Clamp
668265140, Seq
645320752, Seq
830877894, Seq
726997146, Seq
754497427, Seq
658418858, Seq
831094628, Seq
490746462, Clamp
642827810, Seq
679932490, Seq
843400687, Seq
858966539, Seq
952669499, Seq
694226486, Seq
593453795, Clamp
902244790, Seq
714755043, Seq
644848057, Seq
764506604, Seq
799837018, Seq
509683388, Clamp
547344442, Clamp
484564503, Clamp
743675437, Seq
737459574, Seq
627883518, Seq
573699831, Clamp
747047415, Seq
761758704, Seq
834703384, Seq
689279957, Seq
650128484, Seq
649008116, Seq
935853908, Seq
809110485, Seq
513593674, Clamp
644919300, Seq
740859532, Seq
704760377, Seq
830927118, Seq
753896151, Seq
676768413, Seq
742049511, Seq
800309884, Seq
756604961, Seq
668444309, Seq
815971588, Seq
751349800, Seq
778223898, Seq
685624703, Seq
569749430, Clamp
817935092, Seq
740732467, Seq
501014504, Clamp
442627661, Clamp
834552438, Seq
766628006, Seq
660722612, Seq
475744706, Clamp
694717281, Seq
853863910, Seq
800238310, Seq
755579326, Seq
804963913, Seq
667478348, Seq
692808080, Seq
758112844, Seq
713886995, Seq
771995268, Seq
741816227, Seq
753861026, Seq
741187985, Seq
714493051, Seq
482649712, Clamp
639979263, Seq
314804042, Clamp
481136138, Clamp
488467273, Clamp
887226062, Seq
643518188, Seq
639796648, Seq
805486350, Seq
647103728, Seq
703565134, Seq
466378900, Clamp
554779051, Clamp
504605677, Clamp
745607913, Seq
753866455, Seq
598628992, Clamp
601803754, Seq
733483384, Seq
640315859, Seq
772635359, Seq
475047891, Clamp
842157658, Seq
481003643, Clamp
478888052, Clamp
703610080, Seq
808237844, Seq
569317896, Clamp
714755572, Seq
821774757, Seq
530335449, Clamp
992830071, Seq
569703486, Clamp
318362027, Clamp
653326966, Seq
395830185, Clamp
329554301, Clamp
750461846, Seq
526643573, Clamp
838538073, Seq
779801478, Seq
478497530, Clamp
502267531, Clamp
501023852, Clamp
488440436, Clamp
468120757, Clamp
747028527, Seq
779693640, Seq
750472575, Seq
921602017, Seq
716562206, Seq
585951863, Clamp
583141979, Clamp
772726951, Seq
825512557, Seq
717700352, Seq
956571115, Seq
717546699, Seq
475049291, Clamp
768728384, Seq
691670691, Seq
703512183, Seq
327644217, Clamp
694437359, Seq
510715606, Clamp
813489616, Seq
711903629, Seq
704462624, Seq
739680146, Seq
765970060, Seq
740675145, Seq
612271508, Seq
804957376, Seq
487667205, Clamp
761344520, Seq
711245238, Seq
714904858, Seq
741313892, Seq
638176297, Seq
740154931, Seq
846830517, Seq
788980414, Seq
639216491, Seq
566673170, Clamp
750465525, Seq
659147142, Seq
654689557, Seq
845631631, Seq
764898234, Seq
859062972, Seq
333604946, Clamp
769973864, Seq
847073570, Seq
328015342, Clamp
740094065, Seq
475892238, Clamp
733623288, Seq
806658697, Seq
515315072, Clamp
750783593, Seq
832036433, Seq
657054571, Seq
682143357, Seq
716718684, Seq
837641396, Seq
993542260, Seq
697804445, Seq
859075920, Seq
745746097, Seq
832070039, Seq
743688686, Seq
669165270, Seq
799776604, Seq
810310510, Seq
593709955, Clamp
488504814, Clamp
737232125, Seq
639390023, Seq
756549723, Seq
491026389, Clamp
658477694, Seq
659550641, Seq
674420128, Seq
838643565, Seq
718886619, Seq
941859781, Seq
772584433, Seq
803595339, Seq
692044280, Seq
813455496, Seq
692783767, Seq
746219670, Seq
329550277, Clamp
698586385, Seq
586074009, Clamp
871888742, Seq
592819166, Clamp
678632250, Seq
892495532, Seq
593253205, Clamp
502647640, Clamp
772126576, Seq
606308411, Seq
716729379, Seq
761839460, Seq
476751360, Clamp
921827908, Seq
701630221, Seq
674588640, Seq
661492805, Seq
728775889, Seq
753811240, Seq
812945358, Seq
809113087, Seq
705657401, Seq
500864898, Clamp
480114344, Clamp
642266392, Seq
772735561, Seq
490789494, Clamp
645000287, Seq
901445875, Seq
569278799, Clamp
736834462, Seq
608108585, Clamp
476178907, Clamp
710920450, Seq
922613228, Seq
728439603, Seq
769472672, Seq
731300491, Seq
356237593, Clamp
714936352, Seq
700193566, Seq
605160536, Seq
565809656, Clamp
501022658, Clamp
873587758, Seq
324065524, Clamp
639861972, Seq
566563603, Clamp
739810705, Seq
858958151, Seq
744118785, Seq
763855721, Seq
653025550, Seq
805672040, Seq
656722097, Seq
691433482, Seq
563248177, Clamp
846902552, Seq
899693578, Seq
657926790, Seq
861740206, Seq
666178937, Seq
738651575, Seq
501798889, Clamp
656859689, Seq
757575885, Seq
901426259, Seq
809822469, Seq
589118831, Clamp
465924786, Clamp
701140434, Seq
701152294, Seq
706265097, Seq
724810970, Seq
466114829, Clamp
638366507, Seq
797664123, Seq
764484965, Seq
526946778, Clamp
486557574, Clamp
707162377, Seq
769968202, Seq
609713212, Clamp
642817252, Seq
716864944, Seq
892393060, Seq
639695961, Seq
599170940, Clamp
855351025, Seq
561792152, Clamp
683466180, Seq
657039903, Seq
396650742, Clamp
694478454, Seq
759751429, Seq
709323717, Seq
800219294, Seq
732708277, Seq
888352025, Seq
896492921, Seq
743062074, Seq
865553957, Seq
653232374, Seq
849607183, Seq
788272042, Seq
769954349, Seq
844766827, Seq
486175203, Clamp
509620929, Clamp
718188717, Seq
689656936, Seq
787248677, Seq
558615201, Clamp
729270635, Seq
657673212, Seq
515202564, Clamp
514825708, Clamp
808279213, Seq
685742609, Seq
1003336938, Seq
481018305, Clamp
658411218, Seq
722737371, Seq
764929763, Seq
601506507, Seq
750189292, Seq
476054887, Clamp
480011594, Clamp
478107198, Clamp
760973561, Seq
478716304, Clamp
737412666, Seq
718177320, Seq
717637005, Seq
697795277, Seq
324025371, Clamp
485058595, Clamp
708766941, Seq
740373591, Seq
923008740, Seq
565778331, Clamp
501562903, Clamp
753963699, Seq
557417271, Clamp
688133015, Seq
648594299, Seq
727336328, Seq
740875222, Seq
658139862, Seq
717412114, Seq
323475862, Clamp
920529583, Seq
747050694, Seq
637866154, Seq
669166845, Seq
887156236, Seq
642568816, Seq
560924223, Clamp
370694659, Clamp
815474594, Seq
757885358, Seq
509005331, Clamp
691547521, Seq
756412962, Seq
745650081, Seq
755385868, Seq
522418855, Clamp
741835406, Seq
842904923, Seq
921964597, Seq
562003142, Clamp
786272796, Seq
760995868, Seq
693069559, Seq
692300498, Seq
321708130, Clamp
640006232, Seq
667496244, Seq
672812091, Seq
858114857, Seq
658068133, Seq
754848460, Seq
739578795, Seq
742954319, Seq
333785935, Clamp
936051186, Seq
736485304, Seq
718654456, Seq
819793287, Seq
846791401, Seq
817996096, Seq
681586118, Seq
581153862, Clamp
750786577, Seq
847834091, Seq
561533860, Clamp
476216637, Clamp
318733871, Clamp
661408488, Seq
761297232, Seq
488679042, Clamp
797652145, Seq
971545681, Seq
660454584, Seq
704394422, Seq
710332099, Seq
1003313398, Seq
720684671, Seq
558612809, Clamp
817204569, Seq
707297335, Seq
666030065, Seq
484737013, Clamp
871782504, Seq
580537822, Clamp
714007445, Seq
837594867, Seq
715063865, Seq
750400315, Seq
777422846, Seq
940073869, Seq
925168858, Seq
646786083, Seq
741742636, Seq
760018980, Seq
837672173, Seq
489259263, Clamp
778312374, Seq
643915906, Seq
642557052, Seq
892598316, Seq
785991050, Seq
889337361, Seq
705817510, Seq
648094111, Seq
753707847, Seq
794843709, Seq
637846989, Seq
657676265, Seq
558472698, Clamp
658951514, Seq
736490818, Seq
842835342, Seq
715082693, Seq
481136214, Clamp
313862134, Clamp
746230941, Seq
476457450, Clamp
855798106, Seq
866284232, Seq
585925172, Clamp
788296224, Seq
761000395, Seq
685656286, Seq
547616623, Clamp
729233190, Seq
731709424, Seq
648004256, Seq
501847931, Clamp
746086313, Seq
833896435, Seq
555088069, Clamp
858981986, Seq
764899933, Seq
738442715, Seq
480999763, Clamp
777065589, Seq
584495731, Clamp
788418848, Seq
772129772, Seq
674247723, Seq
718645405, Seq
708298763, Seq
809691801, Seq
313862022, Clamp
744211669, Seq
779864499, Seq
685762610, Seq
322274121, Clamp
848278944, Seq
504643398, Clamp
688086402, Seq
779708399, Seq
314800921, Clamp
485956826, Clamp
741191450, Seq
522257166, Clamp
713806196, Seq
489885173, Clamp
539742766, Clamp
586073850, Clamp
830358028, Seq
645009607, Seq
863576873, Seq
652551506, Seq
759684939, Seq
855996205, Seq
601808698, Seq
557992635, Clamp
755326644, Seq
685670163, Seq
728772052, Seq
513510227, Clamp
898973149, Seq
764922700, Seq
740885249, Seq
658097786, Seq
490387590, Clamp
566506157, Clamp
626158872, Clamp
715159651, Seq
670607755, Seq
745094310, Seq
720692646, Seq
919883526, Seq
750783451, Seq
772121959, Seq
555042715, Clamp
482516713, Clamp
741269223, Seq
717702263, Seq
652810984, Seq
743803413, Seq
680100714, Seq
